gene_from,relationship,gene_to
156,PTMOD,390261
219865,PTMOD,408
27092,PTMOD,5526
26493,PTMOD,409
409,PTMOD,3577
5494,PTMOD,5608
285659,PTMOD,156
3791,PTMOD,7422
156,PTMOD,143503
5578,PTMOD,3611
79660,PTMOD,2997
5609,PTMOD,6300
196335,PTMOD,157
4637,PTMOD,5501
284521,PTMOD,5566
5522,PTMOD,59285
409,PTMOD,121130
1956,PTMOD,1500
5599,PTMOD,9468
5520,PTMOD,10413
4087,PTMOD,4086
157,PTMOD,81469
786,PTMOD,5525
776,PTMOD,55844
84699,PTMOD,25865
5566,PTMOD,390148
5923,PTMOD,5566
10369,PTMOD,5523
29947,PTMOD,1788
409,PTMOD,392376
596,PTMOD,5523
408,PTMOD,138802
1386,PTMOD,57118
9569,PTMOD,5592
1956,PTMOD,4193
55215,PTMOD,80233
401667,PTMOD,5567
8555,PTMOD,29882
5527,PTMOD,59283
4217,PTMOD,100506012
5567,PTMOD,6330
219447,PTMOD,408
5071,PTMOD,55669
7314,PTMOD,65018
9706,PTMOD,9776
5595,PTMOD,6199
156,PTMOD,390151
5567,PTMOD,2736
995,PTMOD,387778
157,PTMOD,390201
5499,PTMOD,810
8338,PTMOD,165918
5568,PTMOD,283092
785,PTMOD,5523
8881,PTMOD,4085
3845,PTMOD,6196
472,PTMOD,5932
254973,PTMOD,157
816,PTMOD,10369
5579,PTMOD,7299
4609,PTMOD,23411
8326,PTMOD,7475
5606,PTMOD,5603
775,PTMOD,816
5568,PTMOD,125963
340156,PTMOD,29895
5568,PTMOD,120793
3091,PTMOD,6923
156,PTMOD,390431
26529,PTMOD,5567
778,PTMOD,5567
10368,PTMOD,5529
10627,PTMOD,4660
4149,PTMOD,1432
7855,PTMOD,81029
5582,PTMOD,4893
409,PTMOD,219464
207,PTMOD,5523
25937,PTMOD,5499
2870,PTMOD,1230
8321,PTMOD,51384
156,PTMOD,26658
51780,PTMOD,5568
5566,PTMOD,26689
5578,PTMOD,2783
8945,PTMOD,8864
643,PTMOD,2868
29895,PTMOD,85366
408,PTMOD,219417
5571,PTMOD,7249
785,PTMOD,5567
156,PTMOD,341418
390190,PTMOD,156
219493,PTMOD,5567
9943,PTMOD,84957
100132074,PTMOD,51422
6788,PTMOD,55233
5568,PTMOD,347468
135924,PTMOD,408
5595,PTMOD,5604
157,PTMOD,390162
5567,PTMOD,4994
644,PTMOD,3643
10393,PTMOD,5530
156,PTMOD,23538
1850,PTMOD,5594
867,PTMOD,4233
10681,PTMOD,5567
5506,PTMOD,5256
5501,PTMOD,5934
157,PTMOD,128360
8386,PTMOD,5568
3630,PTMOD,4846
5525,PTMOD,782
219469,PTMOD,156
5568,PTMOD,6198
84152,PTMOD,5530
9586,PTMOD,8536
5568,PTMOD,121129
55215,PTMOD,2176
1385,PTMOD,5568
778,PTMOD,5515
10393,PTMOD,891
127059,PTMOD,5566
480,PTMOD,5568
79473,PTMOD,156
7474,PTMOD,8324
156,PTMOD,26338
476,PTMOD,5568
775,PTMOD,5568
79310,PTMOD,409
781,PTMOD,5515
2872,PTMOD,9470
613,PTMOD,1398
776,PTMOD,5567
7442,PTMOD,5567
2870,PTMOD,1237
121129,PTMOD,5567
408,PTMOD,81309
2099,PTMOD,5594
5139,PTMOD,817
157,PTMOD,347468
157,PTMOD,343171
5934,PTMOD,5501
5566,PTMOD,219858
128366,PTMOD,5567
51780,PTMOD,5566
120776,PTMOD,5566
9020,PTMOD,8517
1808,PTMOD,1020
10488,PTMOD,5587
156,PTMOD,390072
6416,PTMOD,5494
810,PTMOD,5501
5567,PTMOD,26338
409,PTMOD,143503
673,PTMOD,5605
5566,PTMOD,5908
25865,PTMOD,466
2354,PTMOD,5600
5582,PTMOD,2788
81309,PTMOD,5568
6772,PTMOD,5594
5523,PTMOD,59283
84699,PTMOD,23683
408,PTMOD,128371
59284,PTMOD,5529
468,PTMOD,10000
157,PTMOD,441308
340980,PTMOD,156
8986,PTMOD,6300
7483,PTMOD,11211
5747,PTMOD,5829
8386,PTMOD,5567
254879,PTMOD,408
408,PTMOD,391195
659,PTMOD,4086
5518,PTMOD,9254
9254,PTMOD,55844
156,PTMOD,122748
5515,PTMOD,27092
408,PTMOD,254879
6446,PTMOD,4303
5567,PTMOD,26494
219438,PTMOD,157
2309,PTMOD,5566
408,PTMOD,81285
157,PTMOD,144124
5595,PTMOD,2872
2787,PTMOD,5568
8202,PTMOD,5603
7422,PTMOD,6774
2242,PTMOD,91584
2177,PTMOD,8553
2770,PTMOD,5579
5603,PTMOD,2353
5894,PTMOD,5578
6778,PTMOD,3565
157,PTMOD,390075
784,PTMOD,55844
8517,PTMOD,207
408,PTMOD,26658
9776,PTMOD,64798
219965,PTMOD,157
119765,PTMOD,409
5296,PTMOD,7297
140465,PTMOD,85366
5568,PTMOD,5315
57521,PTMOD,9706
2475,PTMOD,5571
10524,PTMOD,8368
64223,PTMOD,8408
2264,PTMOD,23624
2176,PTMOD,55215
5567,PTMOD,5346
409,PTMOD,121129
2264,PTMOD,4193
79660,PTMOD,2998
255725,PTMOD,5567
5777,PTMOD,10451
157,PTMOD,387748
2868,PTMOD,4988
5501,PTMOD,5256
5568,PTMOD,391196
5568,PTMOD,6324
5603,PTMOD,3316
390081,PTMOD,408
83737,PTMOD,3480
156,PTMOD,1233
5829,PTMOD,5781
7157,PTMOD,3952
391195,PTMOD,157
1386,PTMOD,5602
816,PTMOD,64764
784,PTMOD,5527
26224,PTMOD,1408
2891,PTMOD,817
991,PTMOD,5533
23411,PTMOD,6720
409,PTMOD,219484
10000,PTMOD,7248
409,PTMOD,401993
2066,PTMOD,6777
817,PTMOD,785
5567,PTMOD,219432
2932,PTMOD,468
84335,PTMOD,9821
4842,PTMOD,208
2770,PTMOD,5566
120776,PTMOD,5567
5566,PTMOD,84699
8503,PTMOD,3716
409,PTMOD,10798
207,PTMOD,5293
1956,PTMOD,53358
9134,PTMOD,8697
59341,PTMOD,5581
157,PTMOD,391107
816,PTMOD,786
7472,PTMOD,8324
441308,PTMOD,5568
408,PTMOD,441308
8737,PTMOD,1147
6714,PTMOD,219699
5777,PTMOD,919
408,PTMOD,391196
5519,PTMOD,6199
390064,PTMOD,5567
403274,PTMOD,5568
5837,PTMOD,5261
196335,PTMOD,156
51433,PTMOD,10744
785,PTMOD,5522
51434,PTMOD,9134
782,PTMOD,28227
5530,PTMOD,996
408,PTMOD,390260
5566,PTMOD,81318
6416,PTMOD,10454
59283,PTMOD,5528
116443,PTMOD,5500
157,PTMOD,81168
408,PTMOD,392390
4914,PTMOD,10019
5295,PTMOD,3480
5567,PTMOD,2793
7855,PTMOD,7479
409,PTMOD,390437
784,PTMOD,5566
5578,PTMOD,59345
219954,PTMOD,156
1027,PTMOD,10000
390271,PTMOD,157
90673,PTMOD,5257
5528,PTMOD,10369
6790,PTMOD,7157
5600,PTMOD,2308
390075,PTMOD,157
3937,PTMOD,7535
5567,PTMOD,785
5567,PTMOD,340980
776,PTMOD,5518
5566,PTMOD,390154
10488,PTMOD,817
5925,PTMOD,5501
6324,PTMOD,816
3717,PTMOD,5770
408,PTMOD,254783
340980,PTMOD,157
390261,PTMOD,5566
7474,PTMOD,2535
5599,PTMOD,3725
8863,PTMOD,9978
81470,PTMOD,5567
5518,PTMOD,10413
390066,PTMOD,5567
128360,PTMOD,5566
8202,PTMOD,5567
814,PTMOD,5143
390078,PTMOD,5568
814,PTMOD,84699
25759,PTMOD,1956
208,PTMOD,5528
5567,PTMOD,219968
5567,PTMOD,390036
7137,PTMOD,5519
156,PTMOD,390038
138802,PTMOD,409
156,PTMOD,81318
2785,PTMOD,5582
157,PTMOD,26494
64798,PTMOD,2475
5566,PTMOD,390142
5291,PTMOD,3667
390199,PTMOD,408
8454,PTMOD,2736
478,PTMOD,5567
6195,PTMOD,6548
5563,PTMOD,1408
5526,PTMOD,775
5535,PTMOD,4773
156,PTMOD,26211
6262,PTMOD,55012
91860,PTMOD,5567
5567,PTMOD,127385
1432,PTMOD,1844
156,PTMOD,440153
90673,PTMOD,5255
390079,PTMOD,5568
81309,PTMOD,5566
5562,PTMOD,81617
6093,PTMOD,8395
4067,PTMOD,1794
729759,PTMOD,5567
5592,PTMOD,5350
779,PTMOD,5529
302,PTMOD,6714
9252,PTMOD,9586
5567,PTMOD,390275
409,PTMOD,26188
5566,PTMOD,81300
26707,PTMOD,5567
5595,PTMOD,1385
392138,PTMOD,5568
786,PTMOD,5501
5568,PTMOD,6332
11035,PTMOD,197259
157,PTMOD,729759
5567,PTMOD,6548
5829,PTMOD,3611
5567,PTMOD,2782
8643,PTMOD,57154
5568,PTMOD,3991
7479,PTMOD,8322
5747,PTMOD,53358
156,PTMOD,26595
156,PTMOD,144125
7416,PTMOD,5581
387748,PTMOD,408
53632,PTMOD,3991
5500,PTMOD,84699
408,PTMOD,403239
8322,PTMOD,7472
10403,PTMOD,9212
5500,PTMOD,10369
1432,PTMOD,4741
5566,PTMOD,256144
6885,PTMOD,1147
5567,PTMOD,81470
89801,PTMOD,5257
156,PTMOD,6714
8737,PTMOD,11035
5566,PTMOD,390275
156,PTMOD,2826
55165,PTMOD,5347
816,PTMOD,55799
25759,PTMOD,5747
468,PTMOD,817
131890,PTMOD,2829
25,PTMOD,9051
399694,PTMOD,2065
8989,PTMOD,5581
8503,PTMOD,4067
7297,PTMOD,5295
392391,PTMOD,408
119765,PTMOD,408
409,PTMOD,441670
5578,PTMOD,2775
8555,PTMOD,51434
64682,PTMOD,10744
64682,PTMOD,9133
2099,PTMOD,5566
5788,PTMOD,3932
5606,PTMOD,9344
409,PTMOD,26659
5499,PTMOD,10398
156,PTMOD,256144
103910,PTMOD,5500
59284,PTMOD,5526
5501,PTMOD,10488
5469,PTMOD,5602
5295,PTMOD,3718
157,PTMOD,4992
5836,PTMOD,163688
10413,PTMOD,5522
157,PTMOD,219479
2309,PTMOD,5564
10298,PTMOD,3985
5501,PTMOD,6195
408,PTMOD,283160
5209,PTMOD,5564
156,PTMOD,390167
2788,PTMOD,5578
783,PTMOD,5521
4992,PTMOD,157
403273,PTMOD,5567
5500,PTMOD,468
5603,PTMOD,2355
5293,PTMOD,207
2308,PTMOD,100533105
801,PTMOD,5567
2870,PTMOD,3577
8471,PTMOD,8517
9475,PTMOD,4660
2066,PTMOD,25759
408,PTMOD,402135
84335,PTMOD,60673
91860,PTMOD,5836
2786,PTMOD,5582
472,PTMOD,8493
6093,PTMOD,4633
26696,PTMOD,5568
157,PTMOD,346525
106821730,PTMOD,9459
2736,PTMOD,8454
5207,PTMOD,5571
51434,PTMOD,85417
5568,PTMOD,6323
22808,PTMOD,5578
5567,PTMOD,338675
1630,PTMOD,6714
810,PTMOD,5506
785,PTMOD,5528
8503,PTMOD,7297
121364,PTMOD,156
891,PTMOD,996
10000,PTMOD,1386
157,PTMOD,138881
5187,PTMOD,1454
390649,PTMOD,157
7475,PTMOD,7855
135924,PTMOD,156
5567,PTMOD,256148
5582,PTMOD,22808
91860,PTMOD,5837
868,PTMOD,7535
1388,PTMOD,5592
2113,PTMOD,5595
51433,PTMOD,5533
138881,PTMOD,5568
122742,PTMOD,156
5567,PTMOD,256144
5160,PTMOD,5163
391189,PTMOD,156
11211,PTMOD,7476
2099,PTMOD,5599
10891,PTMOD,5565
54776,PTMOD,93408
79324,PTMOD,157
1022,PTMOD,1017
545,PTMOD,3364
1234,PTMOD,2869
5567,PTMOD,338751
409,PTMOD,390321
10459,PTMOD,51433
4772,PTMOD,5567
51433,PTMOD,898
26735,PTMOD,409
390037,PTMOD,5566
81318,PTMOD,156
51741,PTMOD,5599
10926,PTMOD,4175
282763,PTMOD,409
8737,PTMOD,10616
127064,PTMOD,5568
6300,PTMOD,8202
5567,PTMOD,219431
6195,PTMOD,5594
4067,PTMOD,974
11221,PTMOD,5599
392390,PTMOD,408
51719,PTMOD,5563
26735,PTMOD,5566
5499,PTMOD,10627
5501,PTMOD,5257
27330,PTMOD,5506
5518,PTMOD,59284
5526,PTMOD,27091
8454,PTMOD,1027
5566,PTMOD,810
157,PTMOD,127068
408,PTMOD,390323
5595,PTMOD,468
5499,PTMOD,116444
5507,PTMOD,810
53358,PTMOD,1956
6196,PTMOD,3845
5534,PTMOD,51433
983,PTMOD,9748
130075,PTMOD,5568
5499,PTMOD,55799
156,PTMOD,119679
5568,PTMOD,81797
5568,PTMOD,128371
817,PTMOD,1388
7480,PTMOD,2535
5600,PTMOD,1843
3725,PTMOD,5600
55288,PTMOD,5071
5603,PTMOD,3727
2353,PTMOD,5602
408,PTMOD,392376
5600,PTMOD,3727
58498,PTMOD,5501
6885,PTMOD,5594
5894,PTMOD,572
10000,PTMOD,5290
144124,PTMOD,409
79541,PTMOD,5566
8383,PTMOD,157
156,PTMOD,81697
472,PTMOD,9656
93408,PTMOD,91807
84699,PTMOD,5500
9586,PTMOD,815
5567,PTMOD,2033
56961,PTMOD,25
23624,PTMOD,3480
815,PTMOD,59285
5568,PTMOD,338751
5509,PTMOD,810
4296,PTMOD,11184
408,PTMOD,390199
2353,PTMOD,5601
5534,PTMOD,4772
5527,PTMOD,10369
156,PTMOD,286365
441933,PTMOD,156
5499,PTMOD,10488
2932,PTMOD,208
81029,PTMOD,8321
5587,PTMOD,9586
26538,PTMOD,5568
196335,PTMOD,5568
51434,PTMOD,5535
5567,PTMOD,219436
4916,PTMOD,10019
81448,PTMOD,156
5567,PTMOD,390075
5063,PTMOD,3985
5579,PTMOD,2770
5499,PTMOD,140465
5515,PTMOD,785
6732,PTMOD,6426
2891,PTMOD,816
157,PTMOD,120787
7189,PTMOD,10782
254879,PTMOD,157
1852,PTMOD,5602
59283,PTMOD,817
9463,PTMOD,5578
390072,PTMOD,408
79054,PTMOD,5500
5566,PTMOD,347168
815,PTMOD,2318
4772,PTMOD,5535
5566,PTMOD,390648
89801,PTMOD,5256
219858,PTMOD,5568
5260,PTMOD,5507
1457,PTMOD,1499
283111,PTMOD,409
5566,PTMOD,3991
122740,PTMOD,5568
5568,PTMOD,122748
5727,PTMOD,64750
132864,PTMOD,9133
81318,PTMOD,5567
93589,PTMOD,5516
5501,PTMOD,27091
5594,PTMOD,3925
5563,PTMOD,51719
5601,PTMOD,6667
472,PTMOD,841
7852,PTMOD,2870
5335,PTMOD,5156
156,PTMOD,390063
5295,PTMOD,868
81697,PTMOD,408
5522,PTMOD,10000
817,PTMOD,5144
816,PTMOD,5143
596,PTMOD,5529
5568,PTMOD,6262
403277,PTMOD,5568
156,PTMOD,283092
441670,PTMOD,5566
8550,PTMOD,7157
6794,PTMOD,5563
4088,PTMOD,659
25847,PTMOD,8556
59283,PTMOD,816
2998,PTMOD,2932
5578,PTMOD,9463
5566,PTMOD,775
156,PTMOD,390168
7137,PTMOD,55012
776,PTMOD,817
390892,PTMOD,5566
390148,PTMOD,5568
5606,PTMOD,4214
26529,PTMOD,156
409,PTMOD,122748
408,PTMOD,391107
5523,PTMOD,7137
10369,PTMOD,5500
256148,PTMOD,5566
5567,PTMOD,286362
219952,PTMOD,5567
5579,PTMOD,2771
5602,PTMOD,10498
156,PTMOD,390538
10393,PTMOD,9232
1385,PTMOD,2932
983,PTMOD,51433
8325,PTMOD,80326
5894,PTMOD,5568
207,PTMOD,595
596,PTMOD,5527
784,PTMOD,5567
5578,PTMOD,60
128372,PTMOD,5568
3991,PTMOD,5577
390061,PTMOD,409
6197,PTMOD,5509
5567,PTMOD,120787
408,PTMOD,343563
5836,PTMOD,91860
5296,PTMOD,10000
8556,PTMOD,29882
119687,PTMOD,409
26493,PTMOD,157
393046,PTMOD,409
1956,PTMOD,6464
5528,PTMOD,782
10368,PTMOD,816
6332,PTMOD,815
5792,PTMOD,8471
5582,PTMOD,5747
708,PTMOD,1457
81472,PTMOD,5567
10114,PTMOD,7157
801,PTMOD,5566
5500,PTMOD,786
91860,PTMOD,5568
7481,PTMOD,11211
5568,PTMOD,84152
81448,PTMOD,408
5568,PTMOD,390327
5567,PTMOD,219417
2868,PTMOD,10663
2787,PTMOD,5579
392391,PTMOD,5567
5506,PTMOD,801
57172,PTMOD,64764
643,PTMOD,157
5566,PTMOD,134083
408,PTMOD,390436
1499,PTMOD,8945
10368,PTMOD,5518
156,PTMOD,127077
26716,PTMOD,408
219954,PTMOD,409
254783,PTMOD,5566
5347,PTMOD,9133
156,PTMOD,1524
128371,PTMOD,5567
7482,PTMOD,8323
120796,PTMOD,408
109,PTMOD,6558
143503,PTMOD,157
5608,PTMOD,10454
7535,PTMOD,5600
2353,PTMOD,6199
5568,PTMOD,128366
156,PTMOD,26248
390059,PTMOD,409
8536,PTMOD,10488
6774,PTMOD,3717
7852,PTMOD,409
51701,PTMOD,4303
10627,PTMOD,54776
2099,PTMOD,5568
8471,PTMOD,5580
55799,PTMOD,5523
2890,PTMOD,817
409,PTMOD,390264
148327,PTMOD,207
2997,PTMOD,5564
10488,PTMOD,5595
93589,PTMOD,5566
817,PTMOD,6772
960,PTMOD,4771
138883,PTMOD,409
5566,PTMOD,10498
6300,PTMOD,1029
219956,PTMOD,156
2776,PTMOD,8324
5595,PTMOD,8681
6262,PTMOD,55844
9254,PTMOD,55012
408,PTMOD,442184
5777,PTMOD,3718
29895,PTMOD,5500
7046,PTMOD,4087
5566,PTMOD,5469
8697,PTMOD,983
5608,PTMOD,6300
6197,PTMOD,4893
119679,PTMOD,157
2793,PTMOD,5582
5296,PTMOD,208
4659,PTMOD,4637
5520,PTMOD,208
5567,PTMOD,392390
5594,PTMOD,6300
5567,PTMOD,26529
128366,PTMOD,408
343406,PTMOD,5566
390059,PTMOD,5567
5602,PTMOD,2002
7006,PTMOD,10451
4660,PTMOD,6093
5578,PTMOD,56848
408,PTMOD,219482
26333,PTMOD,5567
9475,PTMOD,8395
8874,PTMOD,106821730
409,PTMOD,347169
10891,PTMOD,5562
409,PTMOD,283297
5578,PTMOD,5747
390201,PTMOD,409
90,PTMOD,4090
778,PTMOD,5523
7248,PTMOD,6195
408,PTMOD,4993
4741,PTMOD,1432
53358,PTMOD,2064
390038,PTMOD,156
5567,PTMOD,219960
5562,PTMOD,29904
219436,PTMOD,5568
81392,PTMOD,5568
390190,PTMOD,5568
4792,PTMOD,1460
5595,PTMOD,10488
10803,PTMOD,6011
5568,PTMOD,219954
23327,PTMOD,6338
778,PTMOD,5521
5594,PTMOD,3845
120586,PTMOD,5567
128367,PTMOD,157
538,PTMOD,1977
51199,PTMOD,2932
3630,PTMOD,5770
409,PTMOD,391191
6714,PTMOD,5296
157,PTMOD,391211
391112,PTMOD,5566
4085,PTMOD,51433
816,PTMOD,2316
3643,PTMOD,8835
283092,PTMOD,5566
284383,PTMOD,156
5566,PTMOD,26737
5530,PTMOD,776
390084,PTMOD,5568
409,PTMOD,338662
409,PTMOD,219473
10398,PTMOD,340156
5568,PTMOD,2785
390154,PTMOD,5566
5788,PTMOD,3055
4085,PTMOD,51434
7476,PTMOD,8323
5562,PTMOD,5210
5529,PTMOD,59285
4067,PTMOD,5291
5578,PTMOD,22808
8503,PTMOD,2268
7474,PTMOD,11211
106821730,PTMOD,5604
5567,PTMOD,5143
157,PTMOD,390261
5567,PTMOD,135946
3654,PTMOD,55844
409,PTMOD,390429
5568,PTMOD,5207
6446,PTMOD,100132074
390077,PTMOD,156
341152,PTMOD,409
408,PTMOD,341152
22808,PTMOD,5582
64764,PTMOD,9252
53632,PTMOD,23417
10891,PTMOD,5563
25847,PTMOD,8555
2175,PTMOD,84126
219865,PTMOD,157
468,PTMOD,5592
5567,PTMOD,7442
408,PTMOD,120586
5599,PTMOD,3667
2534,PTMOD,1500
157,PTMOD,390113
25759,PTMOD,613
409,PTMOD,390036
5256,PTMOD,89801
390174,PTMOD,157
409,PTMOD,79345
6714,PTMOD,5293
1147,PTMOD,8737
5567,PTMOD,81300
10000,PTMOD,5515
156,PTMOD,219484
408,PTMOD,343169
2309,PTMOD,3551
5566,PTMOD,81466
10298,PTMOD,9459
699,PTMOD,983
26648,PTMOD,408
219437,PTMOD,409
128360,PTMOD,408
2784,PTMOD,5567
409,PTMOD,26338
5347,PTMOD,9748
122740,PTMOD,157
4775,PTMOD,5601
7855,PTMOD,7480
4915,PTMOD,25759
10368,PTMOD,5516
26219,PTMOD,5567
408,PTMOD,390195
120796,PTMOD,5567
2787,PTMOD,5566
1233,PTMOD,2868
338751,PTMOD,408
408,PTMOD,390181
472,PTMOD,2177
2547,PTMOD,23411
10488,PTMOD,5593
3551,PTMOD,10000
5501,PTMOD,2905
5519,PTMOD,5502
219453,PTMOD,5567
5293,PTMOD,6850
156,PTMOD,387748
441608,PTMOD,5566
5257,PTMOD,5501
5567,PTMOD,2308
156,PTMOD,219473
5581,PTMOD,59341
5578,PTMOD,2773
1956,PTMOD,23327
781,PTMOD,5516
5566,PTMOD,442361
5568,PTMOD,26648
1385,PTMOD,5595
2273,PTMOD,6773
4172,PTMOD,8317
5501,PTMOD,801
409,PTMOD,4994
27092,PTMOD,5500
8322,PTMOD,81029
2775,PTMOD,8323
781,PTMOD,5529
93589,PTMOD,5521
5566,PTMOD,138805
143502,PTMOD,5567
219428,PTMOD,157
256892,PTMOD,5566
983,PTMOD,5925
5568,PTMOD,219487
390429,PTMOD,408
5602,PTMOD,1843
5579,PTMOD,3845
158131,PTMOD,5568
26494,PTMOD,408
5156,PTMOD,5335
120775,PTMOD,5567
5568,PTMOD,219453
10454,PTMOD,5608
408,PTMOD,144124
10398,PTMOD,4638
130075,PTMOD,409
254783,PTMOD,5568
5501,PTMOD,1385
409,PTMOD,219417
128368,PTMOD,5567
25970,PTMOD,4916
5568,PTMOD,390077
409,PTMOD,121364
10663,PTMOD,157
26716,PTMOD,5568
156,PTMOD,138881
658,PTMOD,4088
440275,PTMOD,1965
116443,PTMOD,5568
996,PTMOD,9133
5579,PTMOD,2783
5580,PTMOD,8471
1500,PTMOD,5777
8678,PTMOD,9706
482,PTMOD,5567
390327,PTMOD,409
390883,PTMOD,408
5836,PTMOD,5257
139341,PTMOD,1460
391191,PTMOD,5567
10019,PTMOD,4916
5525,PTMOD,59285
5568,PTMOD,778
468,PTMOD,7867
5587,PTMOD,54434
148327,PTMOD,5594
6850,PTMOD,29760
9586,PTMOD,57118
5566,PTMOD,79501
5592,PTMOD,5330
5568,PTMOD,81392
1326,PTMOD,3551
6300,PTMOD,6885
4842,PTMOD,817
2784,PTMOD,5582
156,PTMOD,391194
5567,PTMOD,134083
26532,PTMOD,409
408,PTMOD,26532
369,PTMOD,5566
581,PTMOD,5566
408,PTMOD,390264
868,PTMOD,5296
1388,PTMOD,5567
390063,PTMOD,156
5566,PTMOD,26707
2997,PTMOD,5571
390260,PTMOD,157
5603,PTMOD,1845
2829,PTMOD,2870
10368,PTMOD,5527
5568,PTMOD,219957
1871,PTMOD,1017
57521,PTMOD,8408
5130,PTMOD,5599
5781,PTMOD,2885
7137,PTMOD,5528
5528,PTMOD,786
2833,PTMOD,6011
3551,PTMOD,208
991,PTMOD,10744
91860,PTMOD,5499
5528,PTMOD,7137
7855,PTMOD,7472
5143,PTMOD,5566
8324,PTMOD,7472
9134,PTMOD,9978
6332,PTMOD,5568
2891,PTMOD,5566
5566,PTMOD,109
2782,PTMOD,5578
5347,PTMOD,22849
79345,PTMOD,408
89780,PTMOD,8325
5566,PTMOD,51764
816,PTMOD,6324
408,PTMOD,390882
55844,PTMOD,776
8337,PTMOD,165918
409,PTMOD,390155
9475,PTMOD,5501
409,PTMOD,119682
4995,PTMOD,157
26494,PTMOD,409
401665,PTMOD,408
409,PTMOD,135941
5601,PTMOD,1850
596,PTMOD,28227
89780,PTMOD,8326
5568,PTMOD,23710
5566,PTMOD,122748
1020,PTMOD,1627
1612,PTMOD,8678
207,PTMOD,5296
401994,PTMOD,5566
5567,PTMOD,783
390326,PTMOD,157
815,PTMOD,5142
134083,PTMOD,409
81328,PTMOD,5567
81318,PTMOD,409
6613,PTMOD,29761
5532,PTMOD,996
26692,PTMOD,409
5566,PTMOD,486
5582,PTMOD,2773
816,PTMOD,2317
8202,PTMOD,6198
8383,PTMOD,5568
157,PTMOD,390168
29915,PTMOD,1460
816,PTMOD,7442
10398,PTMOD,4660
409,PTMOD,219983
5566,PTMOD,79541
5925,PTMOD,890
5567,PTMOD,493
55012,PTMOD,782
8408,PTMOD,84335
9451,PTMOD,4792
1408,PTMOD,5565
5568,PTMOD,109
157,PTMOD,119749
1017,PTMOD,902
816,PTMOD,109
4659,PTMOD,6093
5500,PTMOD,779
5568,PTMOD,391189
1017,PTMOD,8454
399694,PTMOD,4916
3611,PTMOD,10000
468,PTMOD,208
119695,PTMOD,409
1111,PTMOD,7465
5567,PTMOD,5139
156,PTMOD,219957
119678,PTMOD,157
390429,PTMOD,157
5593,PTMOD,5501
84699,PTMOD,5568
29945,PTMOD,5532
5568,PTMOD,729759
409,PTMOD,23538
815,PTMOD,9254
27091,PTMOD,5499
25847,PTMOD,85417
7477,PTMOD,8326
2264,PTMOD,11059
5566,PTMOD,219436
156,PTMOD,79339
2005,PTMOD,5600
4744,PTMOD,5603
6330,PTMOD,5566
409,PTMOD,390265
254786,PTMOD,5567
5568,PTMOD,138883
810,PTMOD,5499
5500,PTMOD,58498
5156,PTMOD,25759
995,PTMOD,9133
4916,PTMOD,10603
53358,PTMOD,2534
390058,PTMOD,408
55215,PTMOD,3280
1237,PTMOD,6011
5499,PTMOD,6262
59341,PTMOD,5579
1388,PTMOD,207
157,PTMOD,390081
6332,PTMOD,5566
390442,PTMOD,5568
10498,PTMOD,6199
93589,PTMOD,815
1017,PTMOD,996
1616,PTMOD,204851
1407,PTMOD,5565
55012,PTMOD,784
403239,PTMOD,409
5567,PTMOD,51764
6500,PTMOD,898
7430,PTMOD,5567
5063,PTMOD,8874
9706,PTMOD,5568
8323,PTMOD,7473
135941,PTMOD,156
57172,PTMOD,9586
408,PTMOD,26188
112476,PTMOD,3845
2870,PTMOD,2826
8312,PTMOD,1452
4792,PTMOD,9451
2892,PTMOD,5567
409,PTMOD,26341
26476,PTMOD,5567
5562,PTMOD,5567
5566,PTMOD,390083
5568,PTMOD,392138
4916,PTMOD,53358
8322,PTMOD,51384
2872,PTMOD,5594
255189,PTMOD,5595
5594,PTMOD,1388
5600,PTMOD,2002
5522,PTMOD,7137
2309,PTMOD,80854
157,PTMOD,390174
5579,PTMOD,2775
5516,PTMOD,6788
5891,PTMOD,4155
5595,PTMOD,4286
409,PTMOD,122742
5500,PTMOD,51806
28227,PTMOD,776
401666,PTMOD,409
778,PTMOD,55844
441911,PTMOD,408
59284,PTMOD,5499
6416,PTMOD,208
5567,PTMOD,390063
64764,PTMOD,5501
163688,PTMOD,79660
409,PTMOD,390067
4233,PTMOD,2549
156,PTMOD,390142
3577,PTMOD,157
5518,PTMOD,208
409,PTMOD,256148
157,PTMOD,119765
4793,PTMOD,1147
7189,PTMOD,5156
409,PTMOD,122740
84335,PTMOD,8408
119749,PTMOD,156
8590,PTMOD,408
1459,PTMOD,139341
441669,PTMOD,156
5579,PTMOD,2784
341416,PTMOD,5567
6011,PTMOD,643
29882,PTMOD,898
26538,PTMOD,409
5603,PTMOD,8986
3708,PTMOD,5567
81328,PTMOD,157
5567,PTMOD,7932
983,PTMOD,51343
7471,PTMOD,11211
816,PTMOD,148327
2177,PTMOD,472
64682,PTMOD,898
4585,PTMOD,2064
390063,PTMOD,408
59283,PTMOD,5522
6558,PTMOD,5567
156,PTMOD,219482
7157,PTMOD,5602
5532,PTMOD,776
5567,PTMOD,403253
5567,PTMOD,284433
6324,PTMOD,5566
90673,PTMOD,6197
5536,PTMOD,4217
1387,PTMOD,3159
51384,PTMOD,7855
1080,PTMOD,5565
6093,PTMOD,5305
3725,PTMOD,5601
5144,PTMOD,814
4193,PTMOD,2261
5577,PTMOD,3991
5567,PTMOD,81697
