gene,relationship,pw
1499,GpPW,PC7_4945
83933,GpPW,WP2064_r79263
54460,GpPW,PC7_6057
6850,GpPW,PC7_4779
1942,GpPW,PC7_4341
6714,GpPW,WP61_r78592
723961,GpPW,WP1584_r81779
4481,GpPW,PC7_2095
6934,GpPW,PC7_5330
7453,GpPW,PC7_4112
79644,GpPW,PC7_2100
83464,GpPW,PC7_5835
6366,GpPW,PC7_4043
5524,GpPW,WP399_r79474
1286,GpPW,PC7_7475
9051,GpPW,PC7_4725
5528,GpPW,PC7_1563
81392,GpPW,PC7_7439
6240,GpPW,PC7_7723
1051,GpPW,WP706_r80056
1316,GpPW,WP2586_r79995
7018,GpPW,WP2007_r69751
29110,GpPW,PC7_6786
5601,GpPW,PC7_3698
6502,GpPW,PC7_3980
629,GpPW,PC7_2672
8317,GpPW,PC7_2519
108,GpPW,PC7_5322
5688,GpPW,PC7_8766
5230,GpPW,PC7_4341
51564,GpPW,PC7_6876
841,GpPW,WP2328_r84648
4495,GpPW,WP3286_r84312
3568,GpPW,PC7_2907
9166,GpPW,PC7_8675
735,GpPW,PC7_4688
3759,GpPW,PC7_4786
5696,GpPW,PC7_7427
7311,GpPW,PC7_5788
26523,GpPW,PC7_7465
3665,GpPW,PC7_4449
6441,GpPW,WP1449_r81172
10085,GpPW,PC7_2081
5880,GpPW,PC7_3991
1139,GpPW,PC7_5887
653604,GpPW,PC7_6797
9394,GpPW,PC7_3018
7804,GpPW,PC7_4994
8339,GpPW,PC7_6790
991,GpPW,PC7_4691
117608,GpPW,PC7_4116
4173,GpPW,WP179_r70629
5715,GpPW,PC7_2952
1965,GpPW,PC7_3972
55300,GpPW,PC7_5322
2149,GpPW,WP2864_r79278
3373,GpPW,PC7_3278
5604,GpPW,PC7_7478
9491,GpPW,PC7_6915
5291,GpPW,WP51_r79977
472,GpPW,PC7_2530
26986,GpPW,PC7_5330
5567,GpPW,PC7_5322
117579,GpPW,PC7_6396
6124,GpPW,PC7_685
5702,GpPW,PC7_12274
2697,GpPW,PC7_5673
79369,GpPW,PC7_5330
5894,GpPW,PC7_4042
55970,GpPW,PC7_1532
1781,GpPW,PC7_6890
8086,GpPW,PC7_8358
7351,GpPW,PC7_5322
5160,GpPW,WP528_r79855
79411,GpPW,PC7_2500
1017,GpPW,PC7_2949
3558,GpPW,PC7_4775
3915,GpPW,PC7_1600
5337,GpPW,PC7_5322
3280,GpPW,PC7_5783
8517,GpPW,WP382_r79951
341416,GpPW,WP117_r82985
23112,GpPW,PC7_2529
5347,GpPW,PC7_5527
5328,GpPW,WP558_r79680
51128,GpPW,WP1982_r79943
10393,GpPW,PC7_1563
1668,GpPW,PC7_4688
4928,GpPW,PC7_4211
6165,GpPW,PC7_5972
8338,GpPW,PC7_7484
5595,GpPW,PC7_3084
317,GpPW,PC7_3362
10720,GpPW,WP698_r79224
6885,GpPW,PC7_5558
3929,GpPW,PC7_8288
7498,GpPW,PC7_6652
9491,GpPW,PC7_4688
535,GpPW,PC7_7439
2197,GpPW,PC7_5330
81620,GpPW,PC7_2521
51258,GpPW,PC7_6057
1977,GpPW,PC7_6966
6135,GpPW,PC7_5330
2769,GpPW,PC7_4754
1869,GpPW,PC7_7439
150681,GpPW,PC7_6044
4528,GpPW,PC7_5523
5000,GpPW,WP179_r70629
10670,GpPW,PC7_12078
1278,GpPW,PC7_2076
6122,GpPW,PC7_8712
3559,GpPW,PC7_3327
1026,GpPW,PC7_2529
3576,GpPW,PC7_2532
2791,GpPW,PC7_6050
254786,GpPW,PC7_7439
8335,GpPW,PC7_2519
5740,GpPW,WP98_r72088
1514,GpPW,PC7_4741
4736,GpPW,PC7_8712
84920,GpPW,PC7_2100
6714,GpPW,PC7_3886
3021,GpPW,PC7_6790
7046,GpPW,WP1984_r82941
348995,GpPW,PC7_8343
50640,GpPW,PC7_1558
23380,GpPW,PC7_7477
9700,GpPW,PC7_5527
3786,GpPW,PC7_6543
8074,GpPW,PC7_4741
161,GpPW,PC7_5157
10213,GpPW,PC7_7427
4697,GpPW,PC7_6942
3084,GpPW,PC7_3699
162,GpPW,PC7_1563
3084,GpPW,WP1544_r84696
3283,GpPW,PC7_1658
119764,GpPW,PC7_6044
6464,GpPW,PC7_2525
9688,GpPW,PC7_5322
79068,GpPW,WP3407_r81707
1593,GpPW,WP702_r73516
8813,GpPW,PC7_7764
5701,GpPW,PC7_8709
167227,GpPW,PC7_6143
2857,GpPW,WP455_r81793
8900,GpPW,PC7_6881
1108,GpPW,PC7_2570
4010,GpPW,WP706_r80056
7408,GpPW,WP185_r80036
6500,GpPW,PC7_8766
10014,GpPW,PC7_2681
5686,GpPW,PC7_7484
4312,GpPW,PC7_5330
126370,GpPW,PC7_6044
4015,GpPW,PC7_3777
4891,GpPW,WP2007_r69751
50835,GpPW,PC7_4044
333932,GpPW,PC7_2953
6224,GpPW,PC7_3772
5566,GpPW,PC7_6461
4609,GpPW,PC7_6141
57504,GpPW,PC7_6797
10197,GpPW,PC7_7731
118460,GpPW,PC7_8631
5187,GpPW,WP3298_r84382
6667,GpPW,PC7_4112
483,GpPW,PC7_2035
1793,GpPW,WP51_r79977
7567,GpPW,PC7_4112
8364,GpPW,PC7_2575
35,GpPW,PC7_5322
9508,GpPW,PC7_3777
7066,GpPW,PC7_6511
9631,GpPW,PC7_5324
1969,GpPW,PC7_3277
55802,GpPW,PC7_12076
8061,GpPW,PC7_1123
6868,GpPW,PC7_7439
1022,GpPW,PC7_8319
3576,GpPW,PC7_2620
10242,GpPW,PC7_6543
130399,GpPW,PC7_3084
5687,GpPW,PC7_1877
5699,GpPW,PC7_1684
5579,GpPW,PC7_7439
51616,GpPW,PC7_8317
56413,GpPW,PC7_3993
998,GpPW,PC7_2928
3048,GpPW,PC7_3869
196883,GpPW,PC7_2394
1183,GpPW,PC7_4791
2253,GpPW,PC7_3818
9551,GpPW,PC7_5322
6424,GpPW,WP236_r80209
685,GpPW,PC7_3697
4942,GpPW,WP497_r72142
2212,GpPW,PC7_2078
1292,GpPW,PC7_5697
10213,GpPW,PC7_12274
5883,GpPW,PC7_6895
775,GpPW,PC7_5697
3066,GpPW,PC7_6913
89,GpPW,PC7_5881
3158,GpPW,PC7_7739
3484,GpPW,PC7_6887
23443,GpPW,PC7_7290
8322,GpPW,WP399_r79474
4035,GpPW,PC7_6948
11173,GpPW,PC7_5999
2782,GpPW,PC7_8266
79902,GpPW,PC7_4771
1645,GpPW,PC7_7757
5699,GpPW,PC7_11018
27113,GpPW,PC7_1684
8318,GpPW,WP45_r80001
5888,GpPW,PC7_1815
9187,GpPW,PC7_8354
2760,GpPW,PC7_4276
5571,GpPW,WP1403_r79471
375790,GpPW,PC7_4451
8294,GpPW,PC7_2529
1017,GpPW,PC7_1128
60675,GpPW,PC7_2620
2264,GpPW,PC7_6461
2305,GpPW,PC7_2829
2250,GpPW,PC7_3884
27334,GpPW,PC7_2620
5663,GpPW,WP61_r78592
2885,GpPW,PC7_3326
9020,GpPW,WP231_r81070
3655,GpPW,PC7_7717
7089,GpPW,PC7_3278
5739,GpPW,PC7_6638
3248,GpPW,PC7_7741
7423,GpPW,PC7_6945
5716,GpPW,PC7_7439
7321,GpPW,PC7_1563
4686,GpPW,PC7_4948
7175,GpPW,PC7_8344
4994,GpPW,PC7_6044
3569,GpPW,PC7_3325
10319,GpPW,PC7_5968
5213,GpPW,PC7_3278
10203,GpPW,PC7_4043
3120,GpPW,PC7_4688
8797,GpPW,PC7_3277
55746,GpPW,PC7_3775
3745,GpPW,PC7_8763
11046,GpPW,PC7_4451
8850,GpPW,PC7_6797
390883,GpPW,PC7_7439
200958,GpPW,PC7_6540
5627,GpPW,PC7_4688
7855,GpPW,PC7_2621
55361,GpPW,PC7_7748
8178,GpPW,WP2916_r79908
65993,GpPW,PC7_6057
6210,GpPW,PC7_5973
607,GpPW,WP363_r78571
5602,GpPW,PC7_3884
6155,GpPW,PC7_3963
57369,GpPW,PC7_4103
27040,GpPW,PC7_4820
130340,GpPW,PC7_5874
161,GpPW,PC7_4215
22919,GpPW,PC7_6941
5625,GpPW,PC7_6617
27040,GpPW,PC7_3884
8841,GpPW,PC7_6203
115,GpPW,PC7_7475
6523,GpPW,PC7_5322
5054,GpPW,PC7_5025
5600,GpPW,PC7_4613
2697,GpPW,WP363_r78571
161,GpPW,PC7_5874
5577,GpPW,PC7_8701
1718,GpPW,PC7_5326
6181,GpPW,PC7_8331
348995,GpPW,PC7_3775
959,GpPW,PC7_2458
2931,GpPW,PC7_2926
5230,GpPW,PC7_4207
5170,GpPW,PC7_2926
219959,GpPW,PC7_4043
3911,GpPW,PC7_1600
8892,GpPW,PC7_5330
5083,GpPW,WP2853_r83014
622,GpPW,PC7_4884
1291,GpPW,WP2911_r83020
6532,GpPW,WP2267_r78595
5500,GpPW,PC7_4011
5605,GpPW,PC7_7268
6464,GpPW,PC7_4757
5689,GpPW,PC7_2706
23539,GpPW,PC7_7290
3691,GpPW,PC7_8679
191,GpPW,PC7_5322
2776,GpPW,PC7_4940
5686,GpPW,PC7_7784
10891,GpPW,PC7_6203
112,GpPW,WP536_r80211
5519,GpPW,PC7_5559
5715,GpPW,PC7_7458
5698,GpPW,PC7_4037
2495,GpPW,WP2007_r69751
6122,GpPW,WP477_r67139
3127,GpPW,PC7_5157
9767,GpPW,PC7_4308
84864,GpPW,PC7_8677
10681,GpPW,PC7_8264
54948,GpPW,PC7_5522
5903,GpPW,PC7_5707
317,GpPW,PC7_4370
30011,GpPW,PC7_4688
2549,GpPW,PC7_3278
5879,GpPW,PC7_1987
2887,GpPW,PC7_7499
1869,GpPW,PC7_1545
4887,GpPW,PC7_3992
4205,GpPW,PC7_8058
6638,GpPW,WP411_r79980
9512,GpPW,PC7_5330
2247,GpPW,PC7_1563
8538,GpPW,WP3527_r84571
5335,GpPW,PC7_3084
4792,GpPW,PC7_3324
8440,GpPW,PC7_1547
5734,GpPW,WP455_r81793
51422,GpPW,PC7_5515
5704,GpPW,PC7_1128
353088,GpPW,PC7_4116
2042,GpPW,WP2884_r83041
4312,GpPW,PC7_1536
3664,GpPW,PC7_4688
6416,GpPW,PC7_6958
284541,GpPW,PC7_5508
348932,GpPW,PC7_8354
3815,GpPW,PC7_6149
5696,GpPW,PC7_1118
2920,GpPW,PC7_3992
2033,GpPW,WP61_r78592
4714,GpPW,PC7_6942
3312,GpPW,PC7_6911
200576,GpPW,PC7_6462
9611,GpPW,WP138_r79958
5439,GpPW,PC7_3349
7466,GpPW,PC7_5330
3659,GpPW,PC7_4637
2064,GpPW,PC7_4062
5471,GpPW,WP1601_r84700
57181,GpPW,WP2884_r83041
85236,GpPW,PC7_4308
2534,GpPW,PC7_6888
84532,GpPW,PC7_2098
7376,GpPW,PC7_5989
6804,GpPW,PC7_4216
115,GpPW,PC7_3995
1937,GpPW,PC7_3772
6233,GpPW,WP477_r67139
8348,GpPW,PC7_6923
2246,GpPW,PC7_7475
598,GpPW,PC7_4627
4208,GpPW,PC7_7463
23595,GpPW,PC7_4005
3576,GpPW,PC7_3992
2556,GpPW,PC7_8339
50839,GpPW,PC7_3992
6655,GpPW,PC7_7457
8517,GpPW,WP2112_r63216
59284,GpPW,WP2118_r71265
6792,GpPW,WP2380_r79953
761,GpPW,PC7_6955
9962,GpPW,PC7_5322
55270,GpPW,PC7_5994
4791,GpPW,WP75_r83867
995,GpPW,PC7_5529
3716,GpPW,PC7_4749
7097,GpPW,PC7_8295
81,GpPW,PC7_2526
25904,GpPW,PC7_3015
2321,GpPW,PC7_8659
5706,GpPW,PC7_1537
317,GpPW,PC7_1690
7410,GpPW,PC7_4917
5598,GpPW,PC7_7457
673,GpPW,PC7_8340
1399,GpPW,PC7_7461
23513,GpPW,PC7_7484
4803,GpPW,PC7_7439
4707,GpPW,PC7_8229
5031,GpPW,PC7_4043
208,GpPW,PC7_3320
111,GpPW,PC7_7463
7318,GpPW,WP183_r81161
2309,GpPW,PC7_7448
5699,GpPW,PC7_8625
5691,GpPW,PC7_8766
57572,GpPW,PC7_6891
6134,GpPW,PC7_3772
4690,GpPW,PC7_7786
1666,GpPW,WP357_r70641
2034,GpPW,PC7_3084
27124,GpPW,PC7_7736
1373,GpPW,PC7_8635
6218,GpPW,PC7_8712
6288,GpPW,PC7_8291
9133,GpPW,WP1530_r84694
2318,GpPW,PC7_2524
79027,GpPW,WP1984_r82941
5273,GpPW,WP2377_r80437
5684,GpPW,PC7_4688
25904,GpPW,PC7_3014
2260,GpPW,PC7_4741
25970,GpPW,PC7_7446
125061,GpPW,PC7_5322
6373,GpPW,PC7_7439
23198,GpPW,PC7_7483
6352,GpPW,PC7_2543
4686,GpPW,PC7_6593
25777,GpPW,PC7_2519
219870,GpPW,PC7_4043
5062,GpPW,PC7_4365
7533,GpPW,PC7_6141
4747,GpPW,WP2447_r84415
8499,GpPW,PC7_5975
25,GpPW,WP2864_r79278
3726,GpPW,WP364_r83783
9475,GpPW,PC7_3991
16,GpPW,PC7_2912
7314,GpPW,PC7_1674
8464,GpPW,PC7_2171
9971,GpPW,PC7_7755
23054,GpPW,PC7_4112
219699,GpPW,PC7_1863
4128,GpPW,PC7_5887
5599,GpPW,PC7_6066
2253,GpPW,PC7_5876
3661,GpPW,WP1449_r81172
5710,GpPW,PC7_4438
7157,GpPW,PC7_4004
2244,GpPW,WP272_r84876
378708,GpPW,PC7_5533
89780,GpPW,WP2870_r79555
928,GpPW,PC7_3901
7520,GpPW,PC7_4688
3672,GpPW,WP2643_r74251
143471,GpPW,PC7_2952
2243,GpPW,PC7_1655
2674,GpPW,PC7_7499
8503,GpPW,WP481_r82731
6340,GpPW,PC7_7681
23511,GpPW,PC7_5988
1759,GpPW,PC7_6098
192669,GpPW,PC7_2529
8668,GpPW,PC7_3963
91584,GpPW,PC7_7421
59345,GpPW,PC7_1577
9957,GpPW,PC7_4414
2534,GpPW,PC7_3328
2957,GpPW,PC7_4368
440387,GpPW,PC7_3278
152831,GpPW,PC7_3325
79023,GpPW,PC7_5990
5290,GpPW,PC7_4783
686,GpPW,PC7_2103
54536,GpPW,PC7_4745
5330,GpPW,PC7_1233
64218,GpPW,PC7_7425
4361,GpPW,PC7_2532
8352,GpPW,PC7_2532
8355,GpPW,WP2369_r83012
10197,GpPW,PC7_1130
142,GpPW,PC7_3278
9972,GpPW,PC7_8344
5576,GpPW,PC7_3328
3012,GpPW,PC7_4112
4208,GpPW,PC7_5515
6300,GpPW,WP481_r82731
1385,GpPW,WP45_r80001
3276,GpPW,WP585_r80201
10797,GpPW,WP241_r83818
5196,GpPW,PC7_7457
6837,GpPW,PC7_8328
23586,GpPW,PC7_4741
2632,GpPW,PC7_5322
6432,GpPW,PC7_4112
4082,GpPW,PC7_4754
1363,GpPW,PC7_5330
1471,GpPW,PC7_3278
5781,GpPW,PC7_7504
6484,GpPW,PC7_3278
55052,GpPW,PC7_5521
79731,GpPW,PC7_4112
7529,GpPW,PC7_7266
51649,GpPW,PC7_5522
149233,GpPW,PC7_4614
3681,GpPW,WP3287_r84570
54429,GpPW,PC7_2622
55711,GpPW,PC7_5322
26873,GpPW,PC7_2098
51616,GpPW,PC7_8319
9287,GpPW,PC7_7457
51742,GpPW,PC7_5875
9328,GpPW,PC7_6797
10888,GpPW,WP117_r82985
1398,GpPW,PC7_2373
9152,GpPW,PC7_5848
6540,GpPW,WP2884_r83041
57761,GpPW,PC7_6203
6608,GpPW,WP47_r78542
801,GpPW,PC7_6992
56922,GpPW,PC7_5322
401666,GpPW,PC7_7457
5931,GpPW,PC7_2519
10153,GpPW,WP2363_r84552
64769,GpPW,PC7_4308
128866,GpPW,PC7_5307
2203,GpPW,PC7_4162
2885,GpPW,PC7_1563
10499,GpPW,PC7_6914
5293,GpPW,WP2643_r74251
816,GpPW,WP289_r81078
5879,GpPW,WP437_r79266
6720,GpPW,WP3594_r84573
58513,GpPW,PC7_7443
2841,GpPW,WP455_r81793
2683,GpPW,PC7_5322
51692,GpPW,PC7_6593
1432,GpPW,PC7_5987
79866,GpPW,PC7_2519
940,GpPW,PC7_4012
1650,GpPW,PC7_5330
23600,GpPW,PC7_2073
6416,GpPW,PC7_5559
2638,GpPW,PC7_5326
6611,GpPW,PC7_5322
5116,GpPW,PC7_5529
2162,GpPW,PC7_2671
5687,GpPW,PC7_1131
8553,GpPW,WP706_r80056
2788,GpPW,PC7_4016
9491,GpPW,PC7_6054
2921,GpPW,PC7_4044
81930,GpPW,PC7_1563
152831,GpPW,PC7_2679
6533,GpPW,PC7_1623
3007,GpPW,PC7_1689
4172,GpPW,PC7_6930
6799,GpPW,PC7_6433
54822,GpPW,PC7_7681
50674,GpPW,PC7_6907
3421,GpPW,PC7_8229
408,GpPW,WP289_r81078
6237,GpPW,PC7_6892
3661,GpPW,PC7_8803
6368,GpPW,PC7_3992
5095,GpPW,PC7_3278
23370,GpPW,PC7_7439
2353,GpPW,PC7_7426
207,GpPW,PC7_7457
1604,GpPW,PC7_6880
8399,GpPW,PC7_1560
7083,GpPW,PC7_6663
2645,GpPW,PC7_4340
149461,GpPW,PC7_2527
2068,GpPW,PC7_2909
9412,GpPW,PC7_6203
394,GpPW,PC7_7439
221955,GpPW,PC7_7439
6137,GpPW,PC7_4728
10287,GpPW,PC7_5893
7398,GpPW,PC7_2950
55215,GpPW,PC7_2950
6208,GpPW,PC7_3963
7039,GpPW,PC7_3277
3284,GpPW,WP237_r78497
100129669,GpPW,PC7_7647
983,GpPW,WP1971_r82939
84447,GpPW,PC7_4467
5903,GpPW,PC7_5531
6834,GpPW,WP111_r82216
83464,GpPW,PC7_1516
10381,GpPW,PC7_5330
26219,GpPW,PC7_4043
3265,GpPW,PC7_2925
727,GpPW,PC7_6880
3827,GpPW,PC7_3992
57122,GpPW,PC7_1674
55824,GpPW,PC7_6141
1026,GpPW,WP2864_r79278
3303,GpPW,PC7_3855
23511,GpPW,PC7_5322
9015,GpPW,PC7_6790
85236,GpPW,PC7_7483
6696,GpPW,WP12_r81176
8517,GpPW,PC7_8061
5604,GpPW,WP382_r79951
8294,GpPW,PC7_6815
409,GpPW,PC7_6512
6010,GpPW,PC7_1553
2791,GpPW,WP536_r80211
5781,GpPW,PC7_4038
283160,GpPW,PC7_7457
842,GpPW,PC7_1690
7355,GpPW,PC7_8356
7157,GpPW,PC7_6561
5573,GpPW,PC7_7457
51433,GpPW,PC7_2529
4974,GpPW,PC7_12284
11097,GpPW,PC7_8710
80205,GpPW,PC7_2008
6714,GpPW,PC7_3421
94233,GpPW,PC7_3993
2976,GpPW,PC7_4112
7335,GpPW,PC7_3807
1845,GpPW,PC7_5987
6227,GpPW,PC7_4727
805,GpPW,PC7_7484
8027,GpPW,PC7_7443
25,GpPW,PC7_6896
5261,GpPW,PC7_5322
64978,GpPW,PC7_6057
10928,GpPW,WP437_r79266
22916,GpPW,PC7_6589
5720,GpPW,PC7_5049
3710,GpPW,PC7_6178
3171,GpPW,PC7_6898
3932,GpPW,PC7_4012
4293,GpPW,WP481_r82731
26279,GpPW,PC7_4262
6389,GpPW,WP2453_r80143
7316,GpPW,PC7_6086
8454,GpPW,PC7_2830
9663,GpPW,PC7_3072
55502,GpPW,WP61_r78592
145258,GpPW,PC7_6913
5434,GpPW,PC7_5875
2251,GpPW,PC7_4662
7341,GpPW,PC7_4688
7080,GpPW,WP2853_r83014
387,GpPW,PC7_4940
10111,GpPW,PC7_1883
993,GpPW,WP179_r70629
5594,GpPW,PC7_4107
2177,GpPW,PC7_1203
2247,GpPW,PC7_2926
3126,GpPW,PC7_2907
1382,GpPW,PC7_6670
255967,GpPW,PC7_5324
9631,GpPW,PC7_1674
129401,GpPW,PC7_6882
5601,GpPW,PC7_6849
3667,GpPW,PC7_7475
115,GpPW,PC7_2392
125963,GpPW,PC7_6044
1855,GpPW,PC7_11385
6217,GpPW,PC7_3278
2792,GpPW,PC7_4159
56623,GpPW,PC7_5322
10097,GpPW,PC7_3084
5291,GpPW,PC7_5772
5721,GpPW,PC7_5531
4986,GpPW,PC7_7439
3265,GpPW,PC7_7263
51433,GpPW,PC7_2532
9871,GpPW,PC7_5326
222537,GpPW,PC7_4414
7056,GpPW,WP558_r79680
7316,GpPW,PC7_2907
5713,GpPW,PC7_6054
1733,GpPW,PC7_1629
55894,GpPW,PC7_3046
345274,GpPW,PC7_8352
5583,GpPW,PC7_6512
7225,GpPW,PC7_1863
2254,GpPW,PC7_6994
23533,GpPW,PC7_7751
182,GpPW,PC7_5981
2002,GpPW,WP437_r79266
5902,GpPW,PC7_6952
4361,GpPW,PC7_2949
429,GpPW,WP2064_r79263
1917,GpPW,PC7_3772
4088,GpPW,WP179_r70629
7270,GpPW,PC7_6795
132625,GpPW,WP3527_r84571
26118,GpPW,PC7_1563
9133,GpPW,PC7_6890
8458,GpPW,WP2032_r79960
23118,GpPW,PC7_4655
3772,GpPW,PC7_1533
26289,GpPW,PC7_5994
8547,GpPW,PC7_4741
11343,GpPW,PC7_6512
5700,GpPW,PC7_3060
5983,GpPW,PC7_5993
401666,GpPW,PC7_6044
4061,GpPW,WP2858_r83015
7941,GpPW,PC7_5330
5337,GpPW,PC7_6958
7122,GpPW,PC7_2526
2729,GpPW,PC7_7703
10815,GpPW,PC7_5887
324,GpPW,WP2870_r79555
340980,GpPW,PC7_7457
64105,GpPW,PC7_5530
8665,GpPW,PC7_1552
6778,GpPW,PC7_4741
390054,GpPW,PC7_4043
2898,GpPW,PC7_8340
5465,GpPW,PC7_5989
2159,GpPW,PC7_8351
3399,GpPW,WP3594_r84573
9370,GpPW,WP236_r80209
5706,GpPW,WP2359_r72121
1311,GpPW,PC7_4758
2621,GpPW,PC7_6945
1978,GpPW,PC7_4662
578,GpPW,PC7_1519
6376,GpPW,PC7_6396
2189,GpPW,PC7_3875
1956,GpPW,WP306_r80308
5335,GpPW,PC7_4742
54187,GpPW,PC7_5330
10558,GpPW,PC7_7651
1582,GpPW,PC7_3664
1326,GpPW,PC7_7461
65005,GpPW,PC7_5521
5295,GpPW,PC7_3884
6125,GpPW,PC7_12271
7410,GpPW,PC7_8664
391190,GpPW,PC7_6044
6164,GpPW,PC7_6393
5605,GpPW,PC7_7496
3785,GpPW,PC7_5887
2932,GpPW,PC7_2171
6518,GpPW,PC7_3868
9972,GpPW,PC7_4466
23239,GpPW,PC7_3884
977,GpPW,PC7_2670
5108,GpPW,PC7_2521
4331,GpPW,PC7_12069
84335,GpPW,PC7_7478
4641,GpPW,WP481_r82731
5702,GpPW,PC7_2833
7316,GpPW,PC7_4438
338662,GpPW,PC7_4043
867,GpPW,WP23_r79985
6464,GpPW,PC7_7436
3918,GpPW,PC7_8444
5308,GpPW,PC7_6914
1387,GpPW,PC7_4556
7157,GpPW,PC7_4938
10213,GpPW,PC7_1132
3630,GpPW,WP15_r82705
5437,GpPW,PC7_6814
8360,GpPW,PC7_6794
55746,GpPW,PC7_5967
6654,GpPW,PC7_3392
5515,GpPW,PC7_4736
9391,GpPW,PC7_5322
8648,GpPW,PC7_6828
57449,GpPW,PC7_3991
27284,GpPW,PC7_2911
7124,GpPW,WP3287_r84570
5598,GpPW,WP185_r80036
8503,GpPW,PC7_7447
27304,GpPW,PC7_3278
2249,GpPW,PC7_4012
3065,GpPW,PC7_5528
403244,GpPW,PC7_4043
7412,GpPW,PC7_1599
6009,GpPW,PC7_4662
1577,GpPW,PC7_2905
7410,GpPW,PC7_3084
64127,GpPW,PC7_8288
1027,GpPW,WP2377_r80437
3745,GpPW,WP536_r80211
1649,GpPW,PC7_7500
554313,GpPW,PC7_2570
126961,GpPW,PC7_5049
79023,GpPW,PC7_4466
27229,GpPW,PC7_6863
3567,GpPW,PC7_7457
64750,GpPW,PC7_4112
79694,GpPW,PC7_8361
153,GpPW,PC7_1624
2041,GpPW,PC7_3417
3932,GpPW,WP23_r79985
408,GpPW,PC7_3278
3164,GpPW,WP382_r79951
1845,GpPW,PC7_8058
3660,GpPW,WP619_r71168
84274,GpPW,PC7_5322
3656,GpPW,PC7_1517
10021,GpPW,PC7_5887
1022,GpPW,PC7_8317
2997,GpPW,WP481_r82731
8313,GpPW,WP2064_r79263
2806,GpPW,PC7_4207
5165,GpPW,PC7_6670
93134,GpPW,PC7_4112
3627,GpPW,PC7_3992
23385,GpPW,PC7_12281
1062,GpPW,PC7_5157
6173,GpPW,PC7_3772
521,GpPW,PC7_6943
56267,GpPW,PC7_1629
22999,GpPW,PC7_3632
150,GpPW,PC7_5322
5693,GpPW,PC7_4439
1586,GpPW,PC7_5326
5707,GpPW,PC7_1563
7314,GpPW,PC7_6108
4780,GpPW,WP2586_r79995
2775,GpPW,PC7_4001
1147,GpPW,PC7_5560
5578,GpPW,WP2795_r78544
11097,GpPW,PC7_6589
207,GpPW,WP2112_r63216
389090,GpPW,PC7_6044
3489,GpPW,PC7_6887
7324,GpPW,PC7_1563
8178,GpPW,PC7_4948
154091,GpPW,PC7_7290
5894,GpPW,PC7_2907
4722,GpPW,PC7_6943
5696,GpPW,PC7_4004
8362,GpPW,PC7_4308
5713,GpPW,PC7_1684
2554,GpPW,PC7_8339
64816,GpPW,PC7_6432
8615,GpPW,PC7_2519
8349,GpPW,PC7_5530
4776,GpPW,WP2380_r79953
10803,GpPW,PC7_7457
6010,GpPW,PC7_4693
1495,GpPW,PC7_1698
5148,GpPW,PC7_8231
5970,GpPW,WP2203_r78549
3442,GpPW,PC7_4771
840,GpPW,PC7_2508
1600,GpPW,PC7_6870
9757,GpPW,WP2369_r83012
941,GpPW,PC7_5772
9348,GpPW,PC7_5322
6850,GpPW,PC7_1877
8349,GpPW,PC7_3278
5136,GpPW,PC7_7443
2790,GpPW,PC7_3997
4677,GpPW,PC7_2912
7410,GpPW,PC7_1863
2264,GpPW,PC7_3864
6194,GpPW,WP2332_r79525
4171,GpPW,PC7_7024
5879,GpPW,PC7_2624
84643,GpPW,PC7_1563
253559,GpPW,PC7_2524
51764,GpPW,PC7_4157
79654,GpPW,PC7_2623
5705,GpPW,PC7_1672
7003,GpPW,PC7_4116
10491,GpPW,PC7_2668
719,GpPW,PC7_2620
8352,GpPW,PC7_4112
8513,GpPW,WP325_r71223
30009,GpPW,PC7_4618
2885,GpPW,PC7_7263
2885,GpPW,WP366_r84196
7097,GpPW,PC7_4741
3836,GpPW,PC7_1684
5598,GpPW,PC7_7463
7084,GpPW,PC7_3361
5576,GpPW,WP706_r80056
92292,GpPW,PC7_6433
5970,GpPW,PC7_7786
5533,GpPW,PC7_1523
133522,GpPW,PC7_5322
6923,GpPW,PC7_4112
2251,GpPW,PC7_2925
6654,GpPW,PC7_7269
91703,GpPW,PC7_5322
8467,GpPW,PC7_2575
7469,GpPW,PC7_6801
26696,GpPW,PC7_4043
253558,GpPW,PC7_3882
3421,GpPW,PC7_2610
3593,GpPW,WP2328_r84648
3708,GpPW,PC7_6180
196,GpPW,WP236_r80209
8439,GpPW,WP231_r81070
145957,GpPW,PC7_1563
219429,GpPW,PC7_4043
196883,GpPW,PC7_4157
7157,GpPW,PC7_3962
3320,GpPW,PC7_8208
5296,GpPW,PC7_4779
64711,GpPW,PC7_5322
5439,GpPW,PC7_6801
5577,GpPW,PC7_4001
4502,GpPW,PC7_4771
4209,GpPW,WP1991_r82940
8912,GpPW,PC7_5698
64682,GpPW,PC7_5531
695,GpPW,PC7_3885
3065,GpPW,WP2446_r84651
5058,GpPW,PC7_2373
6750,GpPW,PC7_4044
8732,GpPW,PC7_6789
8357,GpPW,PC7_7426
8342,GpPW,PC7_6790
2768,GpPW,PC7_6098
163,GpPW,PC7_8340
4050,GpPW,WP2431_r84650
5563,GpPW,PC7_3671
84706,GpPW,PC7_5322
90780,GpPW,PC7_7484
8243,GpPW,PC7_6589
10006,GpPW,PC7_6896
23327,GpPW,PC7_1672
1026,GpPW,WP45_r80001
